Log file open, 02/06/23 15:35:13
[2023.02.06-20.45.26:803][383]LogTemp: Warning: RampVector X=2.327 Y=0.331 Z=-3.165    delta X=2.431 Y=0.335 Z=-3.083      velocity X=188.715 Y=26.660 Z=-253.338
[2023.02.06-20.45.26:814][384]LogTemp: Warning: RampVector X=1.918 Y=0.258 Z=-2.608    delta X=1.997 Y=0.261 Z=-2.545      velocity X=185.032 Y=24.849 Z=-250.902
[2023.02.06-20.45.26:825][385]LogTemp: Warning: RampVector X=1.947 Y=0.277 Z=-2.650    delta X=2.023 Y=0.280 Z=-2.590      velocity X=185.086 Y=26.252 Z=-249.808
[2023.02.06-20.45.26:835][386]LogTemp: Warning: RampVector X=1.888 Y=0.256 Z=-2.568    delta X=1.956 Y=0.258 Z=-2.515      velocity X=183.458 Y=24.825 Z=-248.967
[2023.02.06-20.45.26:845][387]LogTemp: Warning: RampVector X=1.881 Y=0.269 Z=-2.560    delta X=1.944 Y=0.272 Z=-2.511      velocity X=183.929 Y=26.233 Z=-248.573
[2023.02.06-20.45.26:854][388]LogTemp: Warning: RampVector X=1.517 Y=0.209 Z=-2.065    delta X=1.564 Y=0.210 Z=-2.029      velocity X=182.295 Y=25.050 Z=-247.656
[2023.02.06-20.45.26:870][389]LogTemp: Warning: RampVector X=2.947 Y=0.428 Z=-4.014    delta X=3.033 Y=0.431 Z=-3.948      velocity X=182.633 Y=26.416 Z=-246.506
[2023.02.06-20.45.26:886][390]LogTemp: Warning: RampVector X=2.786 Y=0.306 Z=-3.790    delta X=2.855 Y=0.308 Z=-3.736      velocity X=183.230 Y=20.017 Z=-246.909
[2023.02.06-20.45.26:897][391]LogTemp: Warning: RampVector X=2.239 Y=0.290 Z=-3.050    delta X=2.287 Y=0.292 Z=-3.014      velocity X=183.698 Y=23.692 Z=-247.957
[2023.02.06-20.45.26:907][392]LogTemp: Warning: RampVector X=1.841 Y=0.225 Z=-2.510    delta X=1.876 Y=0.226 Z=-2.484      velocity X=180.484 Y=22.019 Z=-245.435
[2023.02.06-20.45.26:918][393]LogTemp: Warning: RampVector X=1.816 Y=0.238 Z=-2.478    delta X=1.845 Y=0.239 Z=-2.455      velocity X=180.106 Y=23.574 Z=-244.532
[2023.02.06-20.45.26:928][394]LogTemp: Warning: RampVector X=1.929 Y=0.240 Z=-2.635    delta X=1.957 Y=0.241 Z=-2.614      velocity X=178.703 Y=22.186 Z=-243.508
[2023.02.06-20.45.26:938][395]LogTemp: Warning: RampVector X=1.859 Y=0.250 Z=-2.545    delta X=1.883 Y=0.251 Z=-2.527      velocity X=179.046 Y=24.012 Z=-243.645
[2023.02.06-20.45.26:952][396]LogTemp: Warning: RampVector X=2.224 Y=0.281 Z=-3.050    delta X=2.249 Y=0.282 Z=-3.031      velocity X=177.494 Y=22.356 Z=-242.522
[2023.02.06-20.45.26:962][397]LogTemp: Warning: RampVector X=1.863 Y=0.259 Z=-2.566    delta X=1.883 Y=0.260 Z=-2.551      velocity X=178.145 Y=24.677 Z=-243.312
[2023.02.06-20.45.26:972][398]LogTemp: Warning: RampVector X=1.790 Y=0.236 Z=-2.475    delta X=1.809 Y=0.237 Z=-2.461      velocity X=175.686 Y=23.156 Z=-241.625
[2023.02.06-20.45.26:982][399]LogTemp: Warning: RampVector X=1.630 Y=0.229 Z=-2.267    delta X=1.649 Y=0.230 Z=-2.253      velocity X=193.315 Y=25.221 Z=-227.503
[2023.02.06-20.45.26:992][400]LogTemp: Warning: RampVector X=1.861 Y=0.222 Z=-2.600    delta X=1.884 Y=0.223 Z=-2.582      velocity X=173.783 Y=20.692 Z=-240.747
[2023.02.06-20.45.27:005][401]LogTemp: Warning: RampVector X=2.068 Y=0.275 Z=-2.912    delta X=2.098 Y=0.276 Z=-2.890      velocity X=173.585 Y=22.921 Z=-241.578
[2023.02.06-20.45.27:017][402]LogTemp: Warning: RampVector X=2.124 Y=0.222 Z=-3.012    delta X=2.160 Y=0.223 Z=-2.985      velocity X=172.458 Y=17.927 Z=-241.335
[2023.02.06-20.45.27:027][403]LogTemp: Warning: RampVector X=1.805 Y=0.218 Z=-2.585    delta X=1.841 Y=0.219 Z=-2.559      velocity X=171.542 Y=20.554 Z=-242.166
[2023.02.06-20.45.27:039][404]LogTemp: Warning: RampVector X=2.004 Y=0.226 Z=-2.892    delta X=2.049 Y=0.228 Z=-2.860      velocity X=189.697 Y=19.748 Z=-224.676
[2023.02.06-20.45.27:050][405]LogTemp: Warning: RampVector X=1.845 Y=0.237 Z=-2.690    delta X=1.892 Y=0.239 Z=-2.656      velocity X=168.448 Y=21.506 Z=-241.816
[2023.02.06-20.45.27:060][406]LogTemp: Warning: RampVector X=1.625 Y=0.198 Z=-2.388    delta X=1.671 Y=0.200 Z=-2.355      velocity X=165.687 Y=20.069 Z=-241.042
[2023.02.06-20.45.27:069][407]LogTemp: Warning: RampVector X=1.546 Y=0.194 Z=-2.290    delta X=1.594 Y=0.196 Z=-2.256      velocity X=189.234 Y=21.487 Z=-222.208
[2023.02.06-20.45.27:080][408]LogTemp: Warning: RampVector X=1.677 Y=0.176 Z=-2.501    delta X=1.734 Y=0.178 Z=-2.461      velocity X=163.213 Y=17.045 Z=-240.278
[2023.02.06-20.45.27:090][409]LogTemp: Warning: RampVector X=1.617 Y=0.191 Z=-2.432    delta X=1.676 Y=0.194 Z=-2.390      velocity X=162.591 Y=19.111 Z=-241.086
[2023.02.06-20.45.27:101][410]LogTemp: Warning: RampVector X=1.745 Y=0.194 Z=-2.645    delta X=1.814 Y=0.197 Z=-2.596      velocity X=189.667 Y=18.881 Z=-218.139
[2023.02.06-20.45.27:112][411]LogTemp: Warning: RampVector X=1.650 Y=0.208 Z=-2.525    delta X=1.721 Y=0.211 Z=-2.475      velocity X=160.177 Y=20.010 Z=-241.162
[2023.02.06-20.45.27:124][412]LogTemp: Warning: RampVector X=1.744 Y=0.206 Z=-2.690    delta X=1.824 Y=0.209 Z=-2.634      velocity X=182.267 Y=19.500 Z=-222.463
[2023.02.06-20.45.27:137][413]LogTemp: Warning: RampVector X=2.211 Y=0.305 Z=-3.445    delta X=2.321 Y=0.310 Z=-3.368      velocity X=157.748 Y=21.549 Z=-240.794
[2023.02.06-20.45.27:151][414]LogTemp: Warning: RampVector X=2.089 Y=0.206 Z=-3.287    delta X=2.202 Y=0.210 Z=-3.209      velocity X=179.902 Y=16.260 Z=-225.046
[2023.02.06-20.45.27:163][415]LogTemp: Warning: RampVector X=1.688 Y=0.204 Z=-2.688    delta X=1.787 Y=0.208 Z=-2.621      velocity X=170.049 Y=19.192 Z=-231.833
[2023.02.06-20.45.27:174][416]LogTemp: Warning: RampVector X=1.720 Y=0.193 Z=-2.762    delta X=1.826 Y=0.197 Z=-2.689      velocity X=151.636 Y=16.929 Z=-240.528
[2023.02.06-20.45.27:181][417]LogTemp: Warning: RampVector X=1.238 Y=0.156 Z=-2.009    delta X=1.320 Y=0.159 Z=-1.953      velocity X=182.782 Y=20.153 Z=-217.807
[2023.02.06-20.45.27:192][418]LogTemp: Warning: RampVector X=1.624 Y=0.193 Z=-2.651    delta X=1.735 Y=0.198 Z=-2.576      velocity X=148.123 Y=17.548 Z=-239.396
[2023.02.06-20.45.27:204][419]LogTemp: Warning: RampVector X=1.726 Y=0.237 Z=-2.846    delta X=1.851 Y=0.242 Z=-2.762      velocity X=178.996 Y=21.422 Z=-218.620
[2023.02.06-20.45.27:216][420]LogTemp: Warning: RampVector X=1.690 Y=0.179 Z=-2.810    delta X=1.819 Y=0.184 Z=-2.723      velocity X=166.047 Y=16.253 Z=-227.501
[2023.02.06-20.45.27:227][421]LogTemp: Warning: RampVector X=1.701 Y=0.216 Z=-2.857    delta X=1.837 Y=0.222 Z=-2.765      velocity X=146.462 Y=18.397 Z=-240.275
[2023.02.06-20.45.27:239][422]LogTemp: Warning: RampVector X=1.454 Y=0.185 Z=-2.443    delta X=1.566 Y=0.189 Z=-2.368      velocity X=134.678 Y=17.108 Z=-226.242
[2023.02.06-20.45.27:249][423]LogTemp: Warning: RampVector X=1.364 Y=0.173 Z=-2.291    delta X=1.465 Y=0.178 Z=-2.224      velocity X=125.954 Y=15.998 Z=-211.525
[2023.02.06-20.45.27:260][424]LogTemp: Warning: RampVector X=1.279 Y=0.162 Z=-2.147    delta X=1.370 Y=0.166 Z=-2.087      velocity X=117.746 Y=14.955 Z=-197.743
[2023.02.06-20.45.27:271][425]LogTemp: Warning: RampVector X=1.225 Y=0.156 Z=-2.057    delta X=1.309 Y=0.159 Z=-2.002      velocity X=109.867 Y=13.955 Z=-184.514
[2023.02.06-20.45.27:282][426]LogTemp: Warning: RampVector X=1.134 Y=0.144 Z=-1.905    delta X=1.209 Y=0.147 Z=-1.856      velocity X=102.576 Y=13.029 Z=-172.273
[2023.02.06-20.45.27:292][427]LogTemp: Warning: RampVector X=1.007 Y=0.128 Z=-1.691    delta X=1.071 Y=0.131 Z=-1.649      velocity X=96.128 Y=12.210 Z=-161.445
[2023.02.06-20.45.27:304][428]LogTemp: Warning: RampVector X=1.015 Y=0.129 Z=-1.705    delta X=1.078 Y=0.132 Z=-1.664      velocity X=89.592 Y=11.380 Z=-150.470
[2023.02.06-20.45.27:318][429]LogTemp: Warning: RampVector X=1.054 Y=0.134 Z=-1.771    delta X=1.118 Y=0.137 Z=-1.730      velocity X=82.740 Y=10.510 Z=-138.964
[2023.02.06-20.45.27:327][430]LogTemp: Warning: RampVector X=0.776 Y=0.099 Z=-1.303    delta X=0.821 Y=0.100 Z=-1.274      velocity X=77.787 Y=9.880 Z=-130.647
[2023.02.06-20.45.27:337][431]LogTemp: Warning: RampVector X=0.728 Y=0.092 Z=-1.223    delta X=0.769 Y=0.094 Z=-1.196      velocity X=73.139 Y=9.290 Z=-122.844
[2023.02.06-20.45.27:346][432]LogTemp: Warning: RampVector X=0.671 Y=0.085 Z=-1.127    delta X=0.708 Y=0.087 Z=-1.103      velocity X=68.863 Y=8.747 Z=-115.662
[2023.02.06-20.45.27:358][433]LogTemp: Warning: RampVector X=0.731 Y=0.093 Z=-1.228    delta X=0.770 Y=0.095 Z=-1.202      velocity X=64.155 Y=8.149 Z=-107.757
[2023.02.06-20.45.27:369][434]LogTemp: Warning: RampVector X=0.680 Y=0.086 Z=-1.142    delta X=0.715 Y=0.088 Z=-1.120      velocity X=59.776 Y=7.593 Z=-100.402
[2023.02.06-20.45.27:380][435]LogTemp: Warning: RampVector X=0.608 Y=0.077 Z=-1.021    delta X=0.638 Y=0.079 Z=-1.001      velocity X=55.874 Y=7.097 Z=-93.851
[2023.02.06-20.45.27:392][436]LogTemp: Warning: RampVector X=0.607 Y=0.077 Z=-1.020    delta X=0.637 Y=0.078 Z=-1.000      velocity X=51.957 Y=6.600 Z=-87.273
[2023.02.06-20.45.27:404][437]LogTemp: Warning: RampVector X=0.594 Y=0.075 Z=-0.997    delta X=0.622 Y=0.077 Z=-0.979      velocity X=48.109 Y=6.111 Z=-80.810
[2023.02.06-20.45.27:417][438]LogTemp: Warning: RampVector X=0.558 Y=0.071 Z=-0.938    delta X=0.585 Y=0.072 Z=-0.921      velocity X=44.485 Y=5.651 Z=-74.724
[2023.02.06-20.45.27:427][439]LogTemp: Warning: RampVector X=0.436 Y=0.055 Z=-0.733    delta X=0.456 Y=0.056 Z=-0.720      velocity X=41.692 Y=5.296 Z=-70.033
[2023.02.06-20.45.27:439][440]LogTemp: Warning: RampVector X=0.451 Y=0.057 Z=-0.758    delta X=0.472 Y=0.058 Z=-0.745      velocity X=38.781 Y=4.926 Z=-65.143
[2023.02.06-20.45.27:450][441]LogTemp: Warning: RampVector X=0.395 Y=0.050 Z=-0.664    delta X=0.412 Y=0.051 Z=-0.653      velocity X=36.244 Y=4.604 Z=-60.883
[2023.02.06-20.45.27:465][442]LogTemp: Warning: RampVector X=0.431 Y=0.055 Z=-0.725    delta X=0.450 Y=0.056 Z=-0.713      velocity X=33.438 Y=4.248 Z=-56.170
[2023.02.06-20.45.27:474][443]LogTemp: Warning: RampVector X=0.337 Y=0.043 Z=-0.567    delta X=0.352 Y=0.043 Z=-0.558      velocity X=31.273 Y=3.973 Z=-52.534
[2023.02.06-20.45.27:484][444]LogTemp: Warning: RampVector X=0.298 Y=0.038 Z=-0.501    delta X=0.311 Y=0.038 Z=-0.493      velocity X=29.368 Y=3.731 Z=-49.334
[2023.02.06-20.45.27:499][445]LogTemp: Warning: RampVector X=0.399 Y=0.051 Z=-0.670    delta X=0.415 Y=0.051 Z=-0.660      velocity X=26.739 Y=3.397 Z=-44.918
[2023.02.06-20.45.27:517][446]LogTemp: Warning: RampVector X=0.394 Y=0.050 Z=-0.661    delta X=0.409 Y=0.051 Z=-0.651      velocity X=24.121 Y=3.064 Z=-40.521
[2023.02.06-20.45.27:530][447]LogTemp: Warning: RampVector X=0.314 Y=0.040 Z=-0.528    delta X=0.327 Y=0.040 Z=-0.520      velocity X=22.058 Y=2.802 Z=-37.057
[2023.02.06-20.45.27:541][448]LogTemp: Warning: RampVector X=0.238 Y=0.030 Z=-0.399    delta X=0.247 Y=0.031 Z=-0.393      velocity X=20.527 Y=2.608 Z=-34.484
[2023.02.06-20.45.27:554][449]LogTemp: Warning: RampVector X=0.211 Y=0.027 Z=-0.354    delta X=0.219 Y=0.027 Z=-0.349      velocity X=19.171 Y=2.435 Z=-32.207
[2023.02.06-20.45.27:561][450]LogTemp: Warning: RampVector X=0.184 Y=0.023 Z=-0.310    delta X=0.191 Y=0.024 Z=-0.305      velocity X=17.993 Y=2.286 Z=-30.227
[2023.02.06-20.45.27:571][451]LogTemp: Warning: RampVector X=0.162 Y=0.021 Z=-0.272    delta X=0.168 Y=0.021 Z=-0.268      velocity X=16.963 Y=2.155 Z=-28.497
[2023.02.06-20.45.27:583][452]LogTemp: Warning: RampVector X=0.188 Y=0.024 Z=-0.316    delta X=0.195 Y=0.024 Z=-0.312      velocity X=15.746 Y=2.000 Z=-26.454
[2023.02.06-20.45.27:599][453]LogTemp: Warning: RampVector X=0.222 Y=0.028 Z=-0.373    delta X=0.230 Y=0.029 Z=-0.368      velocity X=14.275 Y=1.813 Z=-23.982
[2023.02.06-20.45.27:609][454]LogTemp: Warning: RampVector X=0.120 Y=0.015 Z=-0.202    delta X=0.124 Y=0.015 Z=-0.199      velocity X=13.515 Y=1.717 Z=-22.705
[2023.02.06-20.45.27:624][455]LogTemp: Warning: RampVector X=0.178 Y=0.023 Z=-0.299    delta X=0.184 Y=0.023 Z=-0.295      velocity X=12.347 Y=1.569 Z=-20.745
[2023.02.06-20.45.27:636][456]LogTemp: Warning: RampVector X=0.129 Y=0.016 Z=-0.216    delta X=0.133 Y=0.017 Z=-0.213      velocity X=11.520 Y=1.464 Z=-19.355
[2023.02.06-20.45.27:644][457]LogTemp: Warning: RampVector X=0.112 Y=0.014 Z=-0.188    delta X=0.116 Y=0.014 Z=-0.186      velocity X=10.804 Y=1.373 Z=-18.152
[2023.02.06-20.45.27:654][458]LogTemp: Warning: RampVector X=0.108 Y=0.014 Z=-0.181    delta X=0.111 Y=0.014 Z=-0.179      velocity X=10.114 Y=1.285 Z=-16.992
[2023.02.06-20.45.27:665][459]LogTemp: Warning: RampVector X=0.102 Y=0.013 Z=-0.172    delta X=0.106 Y=0.013 Z=-0.170      velocity X=9.456 Y=1.201 Z=-15.887
[2023.02.06-20.45.27:676][460]LogTemp: Warning: RampVector X=0.100 Y=0.013 Z=-0.168    delta X=0.103 Y=0.013 Z=-0.166      velocity X=8.813 Y=1.120 Z=-14.807
[2023.02.06-20.45.27:693][461]LogTemp: Warning: RampVector X=0.114 Y=0.014 Z=-0.192    delta X=0.118 Y=0.015 Z=-0.189      velocity X=8.065 Y=1.025 Z=-13.551
[2023.02.06-20.45.27:700][462]LogTemp: Warning: RampVector X=0.075 Y=0.010 Z=-0.127    delta X=0.078 Y=0.010 Z=-0.125      velocity X=7.584 Y=0.963 Z=-12.742
[2023.02.06-20.45.27:711][463]LogTemp: Warning: RampVector X=0.073 Y=0.009 Z=-0.123    delta X=0.076 Y=0.009 Z=-0.122      velocity X=7.115 Y=0.904 Z=-11.955
[2023.02.06-20.45.27:722][464]LogTemp: Warning: RampVector X=0.076 Y=0.010 Z=-0.127    delta X=0.078 Y=0.010 Z=-0.126      velocity X=6.626 Y=0.842 Z=-11.133
[2023.02.06-20.45.27:733][465]LogTemp: Warning: RampVector X=0.067 Y=0.009 Z=-0.113    delta X=0.069 Y=0.009 Z=-0.111      velocity X=6.197 Y=0.787 Z=-10.411
[2023.02.06-20.45.27:744][466]LogTemp: Warning: RampVector X=0.062 Y=0.008 Z=-0.104    delta X=0.064 Y=0.008 Z=-0.103      velocity X=5.799 Y=0.737 Z=-9.743
[2023.02.06-20.45.27:755][467]LogTemp: Warning: RampVector X=0.064 Y=0.008 Z=-0.107    delta X=0.066 Y=0.008 Z=-0.106      velocity X=5.387 Y=0.684 Z=-9.051
[2023.02.06-20.45.27:766][468]LogTemp: Warning: RampVector X=0.052 Y=0.007 Z=-0.088    delta X=0.054 Y=0.007 Z=-0.087      velocity X=5.052 Y=0.642 Z=-8.488
[2023.02.06-20.45.27:776][469]LogTemp: Warning: RampVector X=0.048 Y=0.006 Z=-0.081    delta X=0.050 Y=0.006 Z=-0.080      velocity X=4.743 Y=0.603 Z=-7.969
[2023.02.06-20.45.27:788][470]LogTemp: Warning: RampVector X=0.055 Y=0.007 Z=-0.092    delta X=0.056 Y=0.007 Z=-0.091      velocity X=4.389 Y=0.558 Z=-7.374
[2023.02.06-20.45.27:799][471]LogTemp: Warning: RampVector X=0.046 Y=0.006 Z=-0.077    delta X=0.047 Y=0.006 Z=-0.076      velocity X=4.094 Y=0.520 Z=-6.879
[2023.02.06-20.45.27:810][472]LogTemp: Warning: RampVector X=0.041 Y=0.005 Z=-0.069    delta X=0.043 Y=0.005 Z=-0.068      velocity X=3.830 Y=0.487 Z=-6.435
[2023.02.06-20.45.27:821][473]LogTemp: Warning: RampVector X=0.038 Y=0.005 Z=-0.065    delta X=0.040 Y=0.005 Z=-0.064      velocity X=3.584 Y=0.455 Z=-6.021
[2023.02.06-20.45.27:833][474]LogTemp: Warning: RampVector X=0.037 Y=0.005 Z=-0.063    delta X=0.039 Y=0.005 Z=-0.062      velocity X=3.343 Y=0.425 Z=-5.616
[2023.02.06-20.45.27:845][475]LogTemp: Warning: RampVector X=0.038 Y=0.005 Z=-0.065    delta X=0.040 Y=0.005 Z=-0.064      velocity X=3.093 Y=0.393 Z=-5.197
[2023.02.06-20.45.27:856][476]LogTemp: Warning: RampVector X=0.031 Y=0.004 Z=-0.053    delta X=0.032 Y=0.004 Z=-0.052      velocity X=2.891 Y=0.367 Z=-4.858
[2023.02.06-20.45.27:871][477]LogTemp: Warning: RampVector X=0.036 Y=0.005 Z=-0.061    delta X=0.037 Y=0.005 Z=-0.060      velocity X=2.655 Y=0.337 Z=-4.462
[2023.02.06-20.45.27:887][478]LogTemp: Warning: RampVector X=0.038 Y=0.005 Z=-0.064    delta X=0.039 Y=0.005 Z=-0.063      velocity X=2.402 Y=0.305 Z=-4.036
[2023.02.06-20.45.27:900][479]LogTemp: Warning: RampVector X=0.031 Y=0.004 Z=-0.052    delta X=0.032 Y=0.004 Z=-0.051      velocity X=2.200 Y=0.279 Z=-3.696
[2023.02.06-20.45.27:911][480]LogTemp: Warning: RampVector X=0.024 Y=0.003 Z=-0.041    delta X=0.025 Y=0.003 Z=-0.040      velocity X=2.043 Y=0.260 Z=-3.432
[2023.02.06-20.45.27:922][481]LogTemp: Warning: RampVector X=0.022 Y=0.003 Z=-0.036    delta X=0.022 Y=0.003 Z=-0.036      velocity X=1.904 Y=0.242 Z=-3.199
[2023.02.06-20.45.27:934][482]LogTemp: Warning: RampVector X=0.019 Y=0.002 Z=-0.033    delta X=0.020 Y=0.003 Z=-0.032      velocity X=1.779 Y=0.226 Z=-2.989
[2023.02.06-20.45.27:947][483]LogTemp: Warning: RampVector X=0.022 Y=0.003 Z=-0.036    delta X=0.022 Y=0.003 Z=-0.036      velocity X=1.637 Y=0.208 Z=-2.751
[2023.02.06-20.45.27:959][484]LogTemp: Warning: RampVector X=0.018 Y=0.002 Z=-0.030    delta X=0.019 Y=0.002 Z=-0.030      velocity X=1.521 Y=0.193 Z=-2.556
[2023.02.06-20.45.27:971][485]LogTemp: Warning: RampVector X=0.017 Y=0.002 Z=-0.029    delta X=0.018 Y=0.002 Z=-0.028      velocity X=1.410 Y=0.179 Z=-2.369
[2023.02.06-20.45.27:983][486]LogTemp: Warning: RampVector X=0.016 Y=0.002 Z=-0.027    delta X=0.016 Y=0.002 Z=-0.026      velocity X=1.307 Y=0.166 Z=-2.196
[2023.02.06-20.45.27:994][487]LogTemp: Warning: RampVector X=0.013 Y=0.002 Z=-0.022    delta X=0.014 Y=0.002 Z=-0.022      velocity X=1.222 Y=0.155 Z=-2.054
[2023.02.06-20.45.28:006][488]LogTemp: Warning: RampVector X=0.014 Y=0.002 Z=-0.023    delta X=0.014 Y=0.002 Z=-0.022      velocity X=1.135 Y=0.144 Z=-1.907
[2023.02.06-20.45.28:020][489]LogTemp: Warning: RampVector X=0.014 Y=0.002 Z=-0.024    delta X=0.015 Y=0.002 Z=-0.024      velocity X=1.040 Y=0.132 Z=-1.748
[2023.02.06-20.45.28:031][490]LogTemp: Warning: RampVector X=0.011 Y=0.001 Z=-0.018    delta X=0.011 Y=0.001 Z=-0.018      velocity X=0.972 Y=0.124 Z=-1.633
[2023.02.06-20.45.28:043][491]LogTemp: Warning: RampVector X=0.011 Y=0.001 Z=-0.018    delta X=0.011 Y=0.001 Z=-0.018      velocity X=0.902 Y=0.115 Z=-1.515
[2023.02.06-20.45.28:054][492]LogTemp: Warning: RampVector X=0.010 Y=0.001 Z=-0.016    delta X=0.010 Y=0.001 Z=-0.016      velocity X=0.839 Y=0.107 Z=-1.410
[2023.02.06-20.45.28:065][493]LogTemp: Warning: RampVector X=0.008 Y=0.001 Z=-0.014    delta X=0.008 Y=0.001 Z=-0.014      velocity X=0.787 Y=0.100 Z=-1.322
[2023.02.06-20.45.28:082][494]LogTemp: Warning: RampVector X=0.011 Y=0.001 Z=-0.018    delta X=0.011 Y=0.001 Z=-0.018      velocity X=0.717 Y=0.091 Z=-1.205
[2023.02.06-20.45.28:094][495]LogTemp: Warning: RampVector X=0.008 Y=0.001 Z=-0.014    delta X=0.009 Y=0.001 Z=-0.014      velocity X=0.664 Y=0.084 Z=-1.115
[2023.02.06-20.45.28:105][496]LogTemp: Warning: RampVector X=0.008 Y=0.001 Z=-0.014    delta X=0.008 Y=0.001 Z=-0.013      velocity X=0.611 Y=0.078 Z=-1.027
[2023.02.06-20.45.28:115][497]LogTemp: Warning: RampVector X=0.006 Y=0.001 Z=-0.010    delta X=0.006 Y=0.001 Z=-0.010      velocity X=0.572 Y=0.073 Z=-0.962
[2023.02.06-20.45.28:127][498]LogTemp: Warning: RampVector X=0.006 Y=0.001 Z=-0.010    delta X=0.006 Y=0.001 Z=-0.010      velocity X=0.535 Y=0.068 Z=-0.899
[2023.02.06-20.45.28:136][499]LogTemp: Warning: RampVector X=0.004 Y=0.001 Z=-0.007    delta X=0.005 Y=0.001 Z=-0.007      velocity X=0.507 Y=0.064 Z=-0.852
[2023.02.06-20.45.28:147][500]LogTemp: Warning: RampVector X=0.005 Y=0.001 Z=-0.009    delta X=0.006 Y=0.001 Z=-0.009      velocity X=0.472 Y=0.060 Z=-0.793
[2023.02.06-20.45.28:159][501]LogTemp: Warning: RampVector X=0.005 Y=0.001 Z=-0.009    delta X=0.005 Y=0.001 Z=-0.009      velocity X=0.438 Y=0.056 Z=-0.735
[2023.02.06-20.45.28:173][502]LogTemp: Warning: RampVector X=0.005 Y=0.001 Z=-0.008    delta X=0.005 Y=0.001 Z=-0.008      velocity X=0.407 Y=0.052 Z=-0.683
[2023.02.06-20.45.28:181][503]LogTemp: Warning: RampVector X=0.004 Y=0.000 Z=-0.007    delta X=0.004 Y=0.001 Z=-0.007      velocity X=0.381 Y=0.048 Z=-0.641
[2023.02.06-20.45.28:191][504]LogTemp: Warning: RampVector X=0.004 Y=0.000 Z=-0.006    delta X=0.004 Y=0.000 Z=-0.006      velocity X=0.358 Y=0.046 Z=-0.602
[2023.02.06-20.45.28:202][505]LogTemp: Warning: RampVector X=0.004 Y=0.000 Z=-0.006    delta X=0.004 Y=0.000 Z=-0.006      velocity X=0.334 Y=0.042 Z=-0.562
[2023.02.06-20.45.28:213][506]LogTemp: Warning: RampVector X=0.050 Y=0.003 Z=-0.083    delta X=0.051 Y=0.003 Z=-0.082      velocity X=4.812 Y=0.319 Z=-7.745
[2023.02.06-20.45.28:223][507]LogTemp: Warning: RampVector X=0.093 Y=0.010 Z=-0.156    delta X=0.096 Y=0.010 Z=-0.154      velocity X=9.068 Y=0.947 Z=-14.862
[2023.02.06-20.45.28:234][508]LogTemp: Warning: RampVector X=0.137 Y=0.002 Z=-0.229    delta X=0.141 Y=0.002 Z=-0.226      velocity X=13.393 Y=0.225 Z=-21.911
[2023.02.06-20.45.28:245][509]LogTemp: Warning: RampVector X=0.211 Y=0.023 Z=-0.354    delta X=0.217 Y=0.023 Z=-0.350      velocity X=18.207 Y=1.932 Z=-29.889
[2023.02.06-20.45.28:258][510]LogTemp: Warning: RampVector X=0.294 Y=0.005 Z=-0.492    delta X=0.303 Y=0.006 Z=-0.487      velocity X=23.522 Y=0.434 Z=-38.527
[2023.02.06-20.45.28:274][511]LogTemp: Warning: RampVector X=0.429 Y=0.048 Z=-0.721    delta X=0.442 Y=0.048 Z=-0.713      velocity X=29.555 Y=3.246 Z=-48.508
[2023.02.06-20.45.28:292][512]LogTemp: Warning: RampVector X=0.426 Y=0.047 Z=-0.716    delta X=0.439 Y=0.048 Z=-0.708      velocity X=26.234 Y=2.910 Z=-44.051
[2023.02.06-20.45.28:302][513]LogTemp: Warning: RampVector X=0.307 Y=0.034 Z=-0.516    delta X=0.316 Y=0.034 Z=-0.510      velocity X=24.239 Y=2.689 Z=-40.702
[2023.02.06-20.45.28:313][514]LogTemp: Warning: RampVector X=0.255 Y=0.028 Z=-0.428    delta X=0.262 Y=0.029 Z=-0.423      velocity X=22.599 Y=2.507 Z=-37.950
[2023.02.06-20.45.28:324][515]LogTemp: Warning: RampVector X=0.233 Y=0.026 Z=-0.391    delta X=0.239 Y=0.026 Z=-0.387      velocity X=21.103 Y=2.341 Z=-35.438
[2023.02.06-20.45.28:335][516]LogTemp: Warning: RampVector X=0.214 Y=0.024 Z=-0.359    delta X=0.220 Y=0.024 Z=-0.356      velocity X=19.730 Y=2.189 Z=-33.133
[2023.02.06-20.45.28:346][517]LogTemp: Warning: RampVector X=0.203 Y=0.022 Z=-0.340    delta X=0.208 Y=0.023 Z=-0.337      velocity X=18.428 Y=2.044 Z=-30.947
[2023.02.06-20.45.28:357][518]LogTemp: Warning: RampVector X=0.191 Y=0.021 Z=-0.321    delta X=0.196 Y=0.021 Z=-0.318      velocity X=17.200 Y=1.908 Z=-28.886
[2023.02.06-20.45.28:372][519]LogTemp: Warning: RampVector X=0.217 Y=0.024 Z=-0.365    delta X=0.223 Y=0.024 Z=-0.361      velocity X=15.779 Y=1.751 Z=-26.500
[2023.02.06-20.45.28:384][520]LogTemp: Warning: RampVector X=0.154 Y=0.017 Z=-0.258    delta X=0.157 Y=0.017 Z=-0.255      velocity X=14.797 Y=1.642 Z=-24.850
[2023.02.06-20.45.28:395][521]LogTemp: Warning: RampVector X=0.170 Y=0.019 Z=-0.286    delta X=0.175 Y=0.019 Z=-0.283      velocity X=13.693 Y=1.519 Z=-22.997
